Regions/Towns,Regions/Towns,,Regions/Suburbs and Pcodes,Regions/Suburbs and Pcodes,Regions/Suburbs and Pcodes,,Regions/LGA,Regions/LGA,Regions/LGA,,Regions/2016 ABS Bdy,Regions/2016 ABS Bdy,Regions/2016 ABS Bdy,Regions/2016 ABS Bdy,Regions/2016 ABS Bdy,Regions/2016 ABS Bdy,Regions/2016 ABS Bdy,Regions/2016 ABS Bdy,Regions/2016 ABS Bdy,Regions/2016 ABS Bdy,,Regions/2011 ABS Bdy,Regions/2011 ABS Bdy,Regions/2011 ABS Bdy,Regions/2011 ABS Bdy,Regions/2011 ABS Bdy,Regions/2011 ABS Bdy,Regions/2011 ABS Bdy,,Regions/2006 ABS Bdy,Regions/2006 ABS Bdy,Regions/2006 ABS Bdy,Regions/2006 ABS Bdy,,Regions/2001 ABS Bdy,Regions/2001 ABS Bdy,Regions/2001 ABS Bdy,Regions/2001 ABS Bdy
SA Government Region,Town,,SA Government Region,Suburb,Postcode,,SA Government Region,Short LGA name,Full LGA name,,SA Government Region,GCC name 2016,GCC code 2016,SA4 name 2016,SA4 code 2016,SA3 name 2016,SA3 Code 2016,SA2 name 2016,SA2 code 2016,SA1 code 2016,,SA Government Region,SA4 code 2011,SA3 name 2011,SA3 Code 2011,SA2 name 2011,SA2 code 2011,SA1 code 2011,,SA Government Region,Statistical Local Area - name,Statistical Local Area - code,CD code,,SA Government Region,Statistical Local Area - name,Statistical Local Area - code,CD code
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Flagstaff Hill,403041077,40304107723,,Southern Adelaide,403,Onkaparinga,40304,Morphett Vale - West,403041085,40304108513,,Yorke and Mid North,Yorke Peninsula (DC) - North,415058831,4032503,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Flagstaff Hill,403041077,40304107724,,Southern Adelaide,403,Onkaparinga,40304,Morphett Vale - West,403041085,40304108514,,Yorke and Mid North,Yorke Peninsula (DC) - North,415058831,4032504,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Flagstaff Hill,403041077,40304107725,,Southern Adelaide,403,Onkaparinga,40304,Morphett Vale - West,403041085,40304108515,,Yorke and Mid North,Yorke Peninsula (DC) - North,415058831,4032505,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Flagstaff Hill,403041077,40304107726,,Southern Adelaide,403,Onkaparinga,40304,Morphett Vale - West,403041085,40304108516,,Yorke and Mid North,Yorke Peninsula (DC) - North,415058831,4032506,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Flagstaff Hill,403041077,40304107727,,Southern Adelaide,403,Onkaparinga,40304,Morphett Vale - West,403041085,40304108517,,Yorke and Mid North,Yorke Peninsula (DC) - North,415058831,4032507,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Hackham - Onkaparinga Hills,403041078,40304107801,,Southern Adelaide,403,Onkaparinga,40304,Morphett Vale - West,403041085,40304108518,,Yorke and Mid North,Yorke Peninsula (DC) - North,415058831,4032508,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Hackham - Onkaparinga Hills,403041078,40304107802,,Southern Adelaide,403,Onkaparinga,40304,Morphett Vale - West,403041085,40304108519,,Yorke and Mid North,Yorke Peninsula (DC) - North,415058831,4032509,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Hackham - Onkaparinga Hills,403041078,40304107803,,Southern Adelaide,403,Onkaparinga,40304,Morphett Vale - West,403041085,40304108520,,Yorke and Mid North,Yorke Peninsula (DC) - North,415058831,4032510,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Hackham - Onkaparinga Hills,403041078,40304107804,,Southern Adelaide,403,Onkaparinga,40304,Morphett Vale - West,403041085,40304108521,,Yorke and Mid North,Yorke Peninsula (DC) - North,415058831,4032511,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Hackham - Onkaparinga Hills,403041078,40304107805,,Southern Adelaide,403,Onkaparinga,40304,Morphett Vale - West,403041085,40304108522,,Yorke and Mid North,Yorke Peninsula (DC) - North,415058831,4032512,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Hackham - Onkaparinga Hills,403041078,40304107806,,Southern Adelaide,403,Onkaparinga,40304,Morphett Vale - West,403041085,40304108523,,Yorke and Mid North,Yorke Peninsula (DC) - North,415058831,4032513,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Hackham - Onkaparinga Hills,403041078,40304107807,,Southern Adelaide,403,Onkaparinga,40304,Reynella,403041086,40304108601,,Yorke and Mid North,Unincorp. Yorke,415058969,4032601,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Hackham - Onkaparinga Hills,403041078,40304107808,,Southern Adelaide,403,Onkaparinga,40304,Reynella,403041086,40304108602,,Yorke and Mid North,Yorke Peninsula (DC) - North,415058831,4032701,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Hackham - Onkaparinga Hills,403041078,40304107809,,Southern Adelaide,403,Onkaparinga,40304,Reynella,403041086,40304108603,,Yorke and Mid North,Yorke Peninsula (DC) - North,415058831,4032702,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Hackham - Onkaparinga Hills,403041078,40304107810,,Southern Adelaide,403,Onkaparinga,40304,Reynella,403041086,40304108604,,Yorke and Mid North,Yorke Peninsula (DC) - North,415058831,4032703,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Hackham - Onkaparinga Hills,403041078,40304107811,,Southern Adelaide,403,Onkaparinga,40304,Reynella,403041086,40304108605,,Yorke and Mid North,Yorke Peninsula (DC) - North,415058831,4032704,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Hackham - Onkaparinga Hills,403041078,40304107812,,Southern Adelaide,403,Onkaparinga,40304,Reynella,403041086,40304108606,,Yorke and Mid North,Yorke Peninsula (DC) - North,415058831,4032705,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Hackham - Onkaparinga Hills,403041078,40304107813,,Southern Adelaide,403,Onkaparinga,40304,Reynella,403041086,40304108607,,Yorke and Mid North,Yorke Peninsula (DC) - North,415058831,4032706,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Hackham - Onkaparinga Hills,403041078,40304107814,,Southern Adelaide,403,Onkaparinga,40304,Reynella,403041086,40304108608,,Yorke and Mid North,Yorke Peninsula (DC) - North,415058831,4032707,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Hackham - Onkaparinga Hills,403041078,40304107815,,Southern Adelaide,403,Onkaparinga,40304,Reynella,403041086,40304108609,,Yorke and Mid North,Yorke Peninsula (DC) - North,415058831,4032708,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Hackham - Onkaparinga Hills,403041078,40304107816,,Southern Adelaide,403,Onkaparinga,40304,Reynella,403041086,40304108610,,Yorke and Mid North,Yorke Peninsula (DC) - South,415058834,4032801,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Hackham - Onkaparinga Hills,403041078,40304107817,,Southern Adelaide,403,Onkaparinga,40304,Reynella,403041086,40304108611,,Yorke and Mid North,Yorke Peninsula (DC) - South,415058834,4032802,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Hackham - Onkaparinga Hills,403041078,40304107818,,Southern Adelaide,403,Onkaparinga,40304,Reynella,403041086,40304108612,,Yorke and Mid North,Yorke Peninsula (DC) - South,415058834,4032803,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Hackham West - Huntfield Heights,403041079,40304107901,,Southern Adelaide,403,Onkaparinga,40304,Reynella,403041086,40304108613,,Yorke and Mid North,Yorke Peninsula (DC) - South,415058834,4032804,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Hackham West - Huntfield Heights,403041079,40304107902,,Southern Adelaide,403,Onkaparinga,40304,Reynella,403041086,40304108614,,Yorke and Mid North,Yorke Peninsula (DC) - South,415058834,4032805,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Hackham West - Huntfield Heights,403041079,40304107903,,Southern Adelaide,403,Onkaparinga,40304,Reynella,403041086,40304108615,,Yorke and Mid North,Yorke Peninsula (DC) - South,415058834,4032806,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Hackham West - Huntfield Heights,403041079,40304107904,,Southern Adelaide,403,Onkaparinga,40304,Reynella,403041086,40304108616,,Yorke and Mid North,Yorke Peninsula (DC) - South,415058834,4032807,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Hackham West - Huntfield Heights,403041079,40304107905,,Southern Adelaide,403,Onkaparinga,40304,Reynella,403041086,40304108617,,Yorke and Mid North,Goyder (DC),415102110,4040101,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Hackham West - Huntfield Heights,403041079,40304107906,,Southern Adelaide,403,Onkaparinga,40304,Reynella,403041086,40304108618,,Yorke and Mid North,Goyder (DC),415102110,4040102,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Hackham West - Huntfield Heights,403041079,40304107907,,Southern Adelaide,403,Onkaparinga,40304,Reynella,403041086,40304108619,,Yorke and Mid North,Goyder (DC),415102110,4040103,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Hackham West - Huntfield Heights,403041079,40304107908,,Southern Adelaide,403,Onkaparinga,40304,Reynella,403041086,40304108620,,Yorke and Mid North,Goyder (DC),415102110,4040201,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Hackham West - Huntfield Heights,403041079,40304107909,,Southern Adelaide,403,Onkaparinga,40304,Reynella,403041086,40304108621,,Yorke and Mid North,Goyder (DC),415102110,4040202,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Hackham West - Huntfield Heights,403041079,40304107910,,Southern Adelaide,403,Onkaparinga,40304,Reynella,403041086,40304108622,,Yorke and Mid North,Goyder (DC),415102110,4040203,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Hackham West - Huntfield Heights,403041079,40304107911,,Southern Adelaide,403,Onkaparinga,40304,Seaford (SA),403041087,40304108701,,Yorke and Mid North,Off-Shore Areas & Migratory,485019779,4150204,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Hackham West - Huntfield Heights,403041079,40304107912,,Southern Adelaide,403,Onkaparinga,40304,Seaford (SA),403041087,40304108702,,Yorke and Mid North,Off-Shore Areas & Migratory,485019779,4150205,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Hackham West - Huntfield Heights,403041079,40304107913,,Southern Adelaide,403,Onkaparinga,40304,Seaford (SA),403041087,40304108703,,Yorke and Mid North,Off-Shore Areas & Migratory,485019779,4150207,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Hackham West - Huntfield Heights,403041079,40304107914,,Southern Adelaide,403,Onkaparinga,40304,Seaford (SA),403041087,40304108704,,Yorke and Mid North,Off-Shore Areas & Migratory,485019779,4150208,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Hackham West - Huntfield Heights,403041079,40304107915,,Southern Adelaide,403,Onkaparinga,40304,Seaford (SA),403041087,40304108705,,,,,,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Hackham West - Huntfield Heights,403041079,40304107916,,Southern Adelaide,403,Onkaparinga,40304,Seaford (SA),403041087,40304108706,,,,,,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Hackham West - Huntfield Heights,403041079,40304107917,,Southern Adelaide,403,Onkaparinga,40304,Seaford (SA),403041087,40304108707,,,,,,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Hackham West - Huntfield Heights,403041079,40304107918,,Southern Adelaide,403,Onkaparinga,40304,Seaford (SA),403041087,40304108708,,,,,,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Hackham West - Huntfield Heights,403041079,40304107919,,Southern Adelaide,403,Onkaparinga,40304,Seaford (SA),403041087,40304108709,,,,,,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Happy Valley,403041080,40304108001,,Southern Adelaide,403,Onkaparinga,40304,Seaford (SA),403041087,40304108710,,,,,,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Happy Valley,403041080,40304108002,,Southern Adelaide,403,Onkaparinga,40304,Seaford (SA),403041087,40304108711,,,,,,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Happy Valley,403041080,40304108003,,Southern Adelaide,403,Onkaparinga,40304,Seaford (SA),403041087,40304108712,,,,,,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Happy Valley,403041080,40304108004,,Southern Adelaide,403,Onkaparinga,40304,Seaford (SA),403041087,40304108713,,,,,,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Happy Valley,403041080,40304108005,,Southern Adelaide,403,Onkaparinga,40304,Seaford (SA),403041087,40304108714,,,,,,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Happy Valley,403041080,40304108006,,Southern Adelaide,403,Onkaparinga,40304,Seaford (SA),403041087,40304108715,,,,,,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Happy Valley,403041080,40304108007,,Southern Adelaide,403,Onkaparinga,40304,Seaford (SA),403041087,40304108716,,,,,,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Happy Valley,403041080,40304108008,,Southern Adelaide,403,Onkaparinga,40304,Seaford (SA),403041087,40304108717,,,,,,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Happy Valley,403041080,40304108009,,Southern Adelaide,403,Onkaparinga,40304,Seaford (SA),403041087,40304108718,,,,,,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Happy Valley,403041080,40304108010,,Southern Adelaide,403,Onkaparinga,40304,Seaford (SA),403041087,40304108719,,,,,,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Happy Valley,403041080,40304108011,,Southern Adelaide,403,Onkaparinga,40304,Seaford (SA),403041087,40304108720,,,,,,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Happy Valley,403041080,40304108012,,Southern Adelaide,403,Onkaparinga,40304,Seaford (SA),403041087,40304108721,,,,,,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Happy Valley,403041080,40304108013,,Southern Adelaide,403,Onkaparinga,40304,Seaford (SA),403041087,40304108722,,,,,,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Happy Valley,403041080,40304108014,,Southern Adelaide,403,Onkaparinga,40304,Seaford (SA),403041087,40304108723,,,,,,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Happy Valley,403041080,40304108015,,Southern Adelaide,403,Onkaparinga,40304,Seaford (SA),403041087,40304108724,,,,,,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Happy Valley,403041080,40304108016,,Southern Adelaide,403,Onkaparinga,40304,Seaford (SA),403041087,40304108725,,,,,,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Happy Valley,403041080,40304108017,,Southern Adelaide,403,Onkaparinga,40304,Seaford (SA),403041087,40304108726,,,,,,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Happy Valley,403041080,40304108018,,Southern Adelaide,403,Onkaparinga,40304,Seaford (SA),403041087,40304108727,,,,,,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Happy Valley,403041080,40304108019,,Southern Adelaide,403,Onkaparinga,40304,Seaford (SA),403041087,40304108728,,,,,,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Happy Valley,403041080,40304108020,,Southern Adelaide,403,Onkaparinga,40304,Seaford (SA),403041087,40304108729,,,,,,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Happy Valley,403041080,40304108021,,Southern Adelaide,403,Onkaparinga,40304,Seaford (SA),403041087,40304108730,,,,,,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Happy Valley,403041080,40304108022,,Southern Adelaide,403,Onkaparinga,40304,Seaford (SA),403041087,40304108731,,,,,,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Happy Valley,403041080,40304108023,,Southern Adelaide,403,Onkaparinga,40304,Seaford (SA),403041087,40304108732,,,,,,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Happy Valley,403041080,40304108024,,Southern Adelaide,403,Onkaparinga,40304,Seaford (SA),403041087,40304108733,,,,,,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Happy Valley,403041080,40304108025,,Southern Adelaide,403,Onkaparinga,40304,Seaford (SA),403041087,40304108734,,,,,,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Happy Valley,403041080,40304108026,,Southern Adelaide,403,Onkaparinga,40304,Seaford (SA),403041087,40304108735,,,,,,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Happy Valley,403041080,40304108027,,Southern Adelaide,403,Onkaparinga,40304,Seaford (SA),403041087,40304108736,,,,,,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Happy Valley,403041080,40304108028,,Southern Adelaide,403,Onkaparinga,40304,Seaford (SA),403041087,40304108737,,,,,,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Happy Valley,403041080,40304108029,,Southern Adelaide,403,Onkaparinga,40304,Seaford (SA),403041087,40304108738,,,,,,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Happy Valley,403041080,40304108030,,Southern Adelaide,403,Onkaparinga,40304,Willunga,403041088,40304108801,,,,,,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Happy Valley,403041080,40304108031,,Southern Adelaide,403,Onkaparinga,40304,Willunga,403041088,40304108802,,,,,,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Happy Valley,403041080,40304108032,,Southern Adelaide,403,Onkaparinga,40304,Willunga,403041088,40304108803,,,,,,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Happy Valley,403041080,40304108033,,Southern Adelaide,403,Onkaparinga,40304,Willunga,403041088,40304108804,,,,,,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Happy Valley Reservoir,403041081,40304108101,,Southern Adelaide,403,Onkaparinga,40304,Willunga,403041088,40304108805,,,,,,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Lonsdale,403041082,40304108201,,Southern Adelaide,403,Onkaparinga,40304,Willunga,403041088,40304108806,,,,,,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,McLaren Vale,403041083,40304108301,,Southern Adelaide,403,Onkaparinga,40304,Willunga,403041088,40304108807,,,,,,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,McLaren Vale,403041083,40304108302,,Southern Adelaide,403,Onkaparinga,40304,Willunga,403041088,40304108808,,,,,,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,McLaren Vale,403041083,40304108303,,Southern Adelaide,403,Onkaparinga,40304,Willunga,403041088,40304108809,,,,,,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,McLaren Vale,403041083,40304108304,,Southern Adelaide,403,Onkaparinga,40304,Willunga,403041088,40304108810,,,,,,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,McLaren Vale,403041083,40304108305,,Southern Adelaide,403,Onkaparinga,40304,Woodcroft,403041089,40304108901,,,,,,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,McLaren Vale,403041083,40304108306,,Southern Adelaide,403,Onkaparinga,40304,Woodcroft,403041089,40304108902,,,,,,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,McLaren Vale,403041083,40304108307,,Southern Adelaide,403,Onkaparinga,40304,Woodcroft,403041089,40304108903,,,,,,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,McLaren Vale,403041083,40304108308,,Southern Adelaide,403,Onkaparinga,40304,Woodcroft,403041089,40304108904,,,,,,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,McLaren Vale,403041083,40304108309,,Southern Adelaide,403,Onkaparinga,40304,Woodcroft,403041089,40304108905,,,,,,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,McLaren Vale,403041083,40304108310,,Southern Adelaide,403,Onkaparinga,40304,Woodcroft,403041089,40304108906,,,,,,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,McLaren Vale,403041083,40304108311,,Southern Adelaide,403,Onkaparinga,40304,Woodcroft,403041089,40304108907,,,,,,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,McLaren Vale,403041083,40304108312,,Southern Adelaide,403,Onkaparinga,40304,Woodcroft,403041089,40304108908,,,,,,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,McLaren Vale,403041083,40304108313,,Southern Adelaide,403,Onkaparinga,40304,Woodcroft,403041089,40304108909,,,,,,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,McLaren Vale,403041083,40304108314,,Southern Adelaide,403,Onkaparinga,40304,Woodcroft,403041089,40304108910,,,,,,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,McLaren Vale,403041083,40304108315,,Southern Adelaide,403,Onkaparinga,40304,Woodcroft,403041089,40304108911,,,,,,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Morphett Vale - East,403041084,40304108401,,Southern Adelaide,403,Onkaparinga,40304,Woodcroft,403041089,40304108912,,,,,,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Morphett Vale - East,403041084,40304108402,,Southern Adelaide,403,Onkaparinga,40304,Woodcroft,403041089,40304108913,,,,,,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Morphett Vale - East,403041084,40304108403,,Southern Adelaide,403,Onkaparinga,40304,Woodcroft,403041089,40304108914,,,,,,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Morphett Vale - East,403041084,40304108404,,Southern Adelaide,403,Onkaparinga,40304,Woodcroft,403041089,40304108915,,,,,,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Morphett Vale - East,403041084,40304108405,,Southern Adelaide,403,Onkaparinga,40304,Woodcroft,403041089,40304108916,,,,,,,,,,
,,,,,,,,,,,Southern Adelaide,Greater Adelaide,4GADE,Adelaide - South,403,Onkaparinga,40304,Morphett Vale - East,403041084,40304108406,,Southern Adelaide,403,Onkaparinga,40304,Woodcroft,403041089,40304108917,,,,,,,,,,
