Regions/Towns,Regions/Towns,,Regions/Suburbs and Pcodes,Regions/Suburbs and Pcodes,Regions/Suburbs and Pcodes,,Regions/LGA,Regions/LGA,Regions/LGA,,Regions/2016 ABS Bdy,Regions/2016 ABS Bdy,Regions/2016 ABS Bdy,Regions/2016 ABS Bdy,Regions/2016 ABS Bdy,Regions/2016 ABS Bdy,Regions/2016 ABS Bdy,Regions/2016 ABS Bdy,Regions/2016 ABS Bdy,Regions/2016 ABS Bdy,,Regions/2011 ABS Bdy,Regions/2011 ABS Bdy,Regions/2011 ABS Bdy,Regions/2011 ABS Bdy,Regions/2011 ABS Bdy,Regions/2011 ABS Bdy,Regions/2011 ABS Bdy,,Regions/2006 ABS Bdy,Regions/2006 ABS Bdy,Regions/2006 ABS Bdy,Regions/2006 ABS Bdy,,Regions/2001 ABS Bdy,Regions/2001 ABS Bdy,Regions/2001 ABS Bdy,Regions/2001 ABS Bdy
SA Government Region,Town,,SA Government Region,Suburb,Postcode,,SA Government Region,Short LGA name,Full LGA name,,SA Government Region,GCC name 2016,GCC code 2016,SA4 name 2016,SA4 code 2016,SA3 name 2016,SA3 Code 2016,SA2 name 2016,SA2 code 2016,SA1 code 2016,,SA Government Region,SA4 code 2011,SA3 name 2011,SA3 Code 2011,SA2 name 2011,SA2 code 2011,SA1 code 2011,,SA Government Region,Statistical Local Area - name,Statistical Local Area - code,CD code,,SA Government Region,Statistical Local Area - name,Statistical Local Area - code,CD code
Eyre and Western,Tooligie,,"Barossa, Light and Lower North",MAGDALA,5400,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Mount Barker,401021007,40102100730,,Adelaide Hills,401,Adelaide Hills,40102,Mount Barker,401021007,40102100724,,Adelaide Hills,Adelaide Hills (DC) - Ranges,405150124,4120410,,"Barossa, Light and Lower North",Light (DC),410053650,4030904
Eyre and Western,Tulka,,"Barossa, Light and Lower North",MALLALA,5502,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Mount Barker,401021007,40102100731,,Adelaide Hills,401,Adelaide Hills,40102,Mount Barker,401021007,40102100725,,Adelaide Hills,Adelaide Hills (DC) - Ranges,405150124,4120411,,"Barossa, Light and Lower North",Light (DC),410053650,4030905
Eyre and Western,Tumby Bay,,"Barossa, Light and Lower North",MARANANGA,5355,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Mount Barker,401021007,40102100732,,Adelaide Hills,401,Adelaide Hills,40102,Mount Barker,401021007,40102100726,,Adelaide Hills,Adelaide Hills (DC) - Ranges,405150124,4120412,,"Barossa, Light and Lower North",Light (DC),410053650,4030906
Eyre and Western,Ungarra,,"Barossa, Light and Lower North",MIDDLE BEACH,5501,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Mount Barker,401021007,40102100735,,Adelaide Hills,401,Adelaide Hills,40102,Mount Barker,401021007,40102100727,,Adelaide Hills,Adelaide Hills (DC) - Ranges,405150124,4120414,,"Barossa, Light and Lower North",Light (DC),410053650,4030907
Eyre and Western,Venus Bay,,"Barossa, Light and Lower North",MOCULTA,5353,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Mount Barker,401021007,40102100736,,Adelaide Hills,401,Adelaide Hills,40102,Mount Barker,401021007,40102100728,,Adelaide Hills,Adelaide Hills (DC) - Ranges,405150124,4120415,,"Barossa, Light and Lower North",Light (DC),410053650,4030908
Eyre and Western,Waddikee,,"Barossa, Light and Lower North",MOPPA,5355,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Mount Barker,401021007,40102100737,,Adelaide Hills,401,Adelaide Hills,40102,Mount Barker,401021007,40102100729,,"Barossa, Light and Lower North",Light (RegC),410053650,4030901,,"Barossa, Light and Lower North",Barossa (DC) - Angaston,410050311,4031001
Eyre and Western,Wangary,,"Barossa, Light and Lower North",MORN HILL,5371,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Mount Barker,401021007,40102100738,,Adelaide Hills,401,Adelaide Hills,40102,Mount Barker,401021007,40102100730,,"Barossa, Light and Lower North",Light (RegC),410053650,4030902,,"Barossa, Light and Lower North",Barossa (DC) - Angaston,410050311,4031002
Eyre and Western,Wanilla,,"Barossa, Light and Lower North",MOUNT CRAWFORD,5351,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Mount Barker,401021007,40102100739,,Adelaide Hills,401,Adelaide Hills,40102,Mount Barker,401021007,40102100731,,"Barossa, Light and Lower North",Light (RegC),410053650,4030903,,"Barossa, Light and Lower North",Barossa (DC) - Angaston,410050311,4031003
Eyre and Western,Warramboo,,"Barossa, Light and Lower North",MOUNT MCKENZIE,5353,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Mount Barker,401021007,40102100740,,Adelaide Hills,401,Adelaide Hills,40102,Mount Barker,401021007,40102100732,,"Barossa, Light and Lower North",Light (RegC),410053650,4030904,,"Barossa, Light and Lower North",Barossa (DC) - Angaston,410050311,4031004
Eyre and Western,Wharminda,,"Barossa, Light and Lower North",MOUNT PLEASANT,5235,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Mount Barker,401021007,40102100741,,Adelaide Hills,401,Adelaide Hills,40102,Mount Barker,401021007,40102100733,,"Barossa, Light and Lower North",Light (RegC),410053650,4030905,,"Barossa, Light and Lower North",Barossa (DC) - Angaston,410050311,4031005
Eyre and Western,White Flat,,"Barossa, Light and Lower North",NAIN,5360,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Mount Barker,401021007,40102100742,,Adelaide Hills,401,Adelaide Hills,40102,Mount Barker,401021007,40102100734,,"Barossa, Light and Lower North",Light (RegC),410053650,4030906,,"Barossa, Light and Lower North",Barossa (DC) - Angaston,410050311,4031006
Eyre and Western,Whyalla,,"Barossa, Light and Lower North",NURIOOTPA,5355,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Mount Barker,401021007,40102100743,,Adelaide Hills,401,Adelaide Hills,40102,Mount Barker,401021007,40102100735,,"Barossa, Light and Lower North",Light (RegC),410053650,4030907,,"Barossa, Light and Lower North",Barossa (DC) - Angaston,410050311,4031007
Eyre and Western,Wirrulla,,"Barossa, Light and Lower North",PARHAM,5501,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Mount Barker,401021007,40102100744,,Adelaide Hills,401,Adelaide Hills,40102,Mount Barker Region,401021008,40102100801,,"Barossa, Light and Lower North",Light (RegC),410053650,4030908,,"Barossa, Light and Lower North",Barossa (DC) - Angaston,410050311,4031008
Eyre and Western,Wudinna,,"Barossa, Light and Lower North",PENRICE,5353,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Mount Barker,401021007,40102100745,,Adelaide Hills,401,Adelaide Hills,40102,Mount Barker Region,401021008,40102100802,,"Barossa, Light and Lower North",Barossa (DC) - Angaston,410050311,4031001,,"Barossa, Light and Lower North",Barossa (DC) - Angaston,410050311,4031009
Eyre and Western,Yalata,,"Barossa, Light and Lower North",PEWSEY VALE,5351,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Mount Barker,401021007,40102100746,,Adelaide Hills,401,Adelaide Hills,40102,Mount Barker Region,401021008,40102100803,,"Barossa, Light and Lower North",Barossa (DC) - Angaston,410050311,4031002,,"Barossa, Light and Lower North",Barossa (DC) - Angaston,410050311,4031010
Eyre and Western,Yaninee,,"Barossa, Light and Lower North",PINKERTON PLAINS,5400,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Mount Barker,401021007,40102100747,,Adelaide Hills,401,Adelaide Hills,40102,Mount Barker Region,401021008,40102100804,,"Barossa, Light and Lower North",Barossa (DC) - Angaston,410050311,4031003,,"Barossa, Light and Lower North",Barossa (DC) - Angaston,410050311,4031011
Eyre and Western,Yantanabie,,"Barossa, Light and Lower North",PORT GAWLER,5501,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Mount Barker,401021007,40102100748,,Adelaide Hills,401,Adelaide Hills,40102,Mount Barker Region,401021008,40102100805,,"Barossa, Light and Lower North",Barossa (DC) - Angaston,410050311,4031004,,"Barossa, Light and Lower North",Barossa (DC) - Angaston,410050311,4031012
Eyre and Western,Yeelanna,,"Barossa, Light and Lower North",REDBANKS,5502,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Mount Barker,401021007,40102100749,,Adelaide Hills,401,Adelaide Hills,40102,Mount Barker Region,401021008,40102100806,,"Barossa, Light and Lower North",Barossa (DC) - Angaston,410050311,4031005,,"Barossa, Light and Lower North",Barossa (DC) - Angaston,410050311,4031013
Far North,Amata,,"Barossa, Light and Lower North",REEVES PLAINS,5502,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Mount Barker,401021007,40102100750,,Adelaide Hills,401,Adelaide Hills,40102,Mount Barker Region,401021008,40102100807,,"Barossa, Light and Lower North",Barossa (DC) - Angaston,410050311,4031006,,"Barossa, Light and Lower North",Barossa (DC) - Angaston,410050311,4031014
Far North,Andamooka,,"Barossa, Light and Lower North",REID,5118,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Mount Barker,401021007,40102100751,,Adelaide Hills,401,Adelaide Hills,40102,Mount Barker Region,401021008,40102100808,,"Barossa, Light and Lower North",Barossa (DC) - Angaston,410050311,4031007,,"Barossa, Light and Lower North",Barossa (DC) - Tanunda,410050315,4031101
Far North,Arkaroola,,"Barossa, Light and Lower North",ROSEDALE,5350,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Mount Barker,401021007,40102100752,,Adelaide Hills,401,Adelaide Hills,40102,Mount Barker Region,401021008,40102100809,,"Barossa, Light and Lower North",Barossa (DC) - Angaston,410050311,4031008,,"Barossa, Light and Lower North",Barossa (DC) - Tanunda,410050315,4031102
Far North,Beltana,,"Barossa, Light and Lower North",ROSEWORTHY,5371,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Mount Barker,401021007,40102100753,,Adelaide Hills,401,Adelaide Hills,40102,Mount Barker Region,401021008,40102100810,,"Barossa, Light and Lower North",Barossa (DC) - Angaston,410050311,4031009,,"Barossa, Light and Lower North",Barossa (DC) - Tanunda,410050315,4031103
Far North,Blanche Harbor,,"Barossa, Light and Lower North",ROWLAND FLAT,5352,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Mount Barker,401021007,40102100754,,Adelaide Hills,401,Adelaide Hills,40102,Mount Barker Region,401021008,40102100811,,"Barossa, Light and Lower North",Barossa (DC) - Angaston,410050311,4031010,,"Barossa, Light and Lower North",Barossa (DC) - Tanunda,410050315,4031104
Far North,Blinman,,"Barossa, Light and Lower North",SANDY CREEK,5350,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Mount Barker,401021007,40102100757,,Adelaide Hills,401,Adelaide Hills,40102,Mount Barker Region,401021008,40102100812,,"Barossa, Light and Lower North",Barossa (DC) - Angaston,410050311,4031011,,"Barossa, Light and Lower North",Barossa (DC) - Tanunda,410050315,4031105
Far North,Cadney Park,,"Barossa, Light and Lower North",SEPPELTSFIELD,5355,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Mount Barker,401021007,40102100758,,Adelaide Hills,401,Adelaide Hills,40102,Mount Barker Region,401021008,40102100813,,"Barossa, Light and Lower North",Barossa (DC) - Angaston,410050311,4031012,,"Barossa, Light and Lower North",Barossa (DC) - Tanunda,410050315,4031106
Far North,Cockburn,,"Barossa, Light and Lower North",SHEA-OAK LOG,5371,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Mount Barker Region,401021008,40102100801,,Adelaide Hills,401,Adelaide Hills,40102,Mount Barker Region,401021008,40102100814,,"Barossa, Light and Lower North",Barossa (DC) - Angaston,410050311,4031013,,"Barossa, Light and Lower North",Barossa (DC) - Tanunda,410050315,4031107
Far North,Coober Pedy,,"Barossa, Light and Lower North",SPRINGTON,5235,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Mount Barker Region,401021008,40102100804,,Adelaide Hills,401,Adelaide Hills,40102,Mount Barker Region,401021008,40102100815,,"Barossa, Light and Lower North",Barossa (DC) - Angaston,410050311,4031014,,"Barossa, Light and Lower North",Barossa (DC) - Tanunda,410050315,4031108
Far North,Copley,,"Barossa, Light and Lower North",ST JOHNS,5373,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Mount Barker Region,401021008,40102100805,,Adelaide Hills,401,Adelaide Hills,40102,Mount Barker Region,401021008,40102100816,,"Barossa, Light and Lower North",Barossa (DC) - Angaston,410050311,4031015,,"Barossa, Light and Lower North",Barossa (DC) - Barossa,410050314,4031201
Far North,Cradock,,"Barossa, Light and Lower North",ST KITTS,5356,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Mount Barker Region,401021008,40102100806,,Adelaide Hills,401,Adelaide Hills,40102,Mount Barker Region,401021008,40102100817,,"Barossa, Light and Lower North",Barossa (DC) - Tanunda,410050315,4031101,,"Barossa, Light and Lower North",Barossa (DC) - Barossa,410050314,4031202
Far North,Glendambo,,"Barossa, Light and Lower North",STOCKWELL,5355,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Mount Barker Region,401021008,40102100807,,Adelaide Hills,401,Adelaide Hills,40102,Nairne,401021009,40102100901,,"Barossa, Light and Lower North",Barossa (DC) - Tanunda,410050315,4031102,,"Barossa, Light and Lower North",Barossa (DC) - Barossa,410050314,4031203
Far North,Hawker,,"Barossa, Light and Lower North",STONE WELL,5352,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Mount Barker Region,401021008,40102100808,,Adelaide Hills,401,Adelaide Hills,40102,Nairne,401021009,40102100902,,"Barossa, Light and Lower North",Barossa (DC) - Tanunda,410050315,4031103,,"Barossa, Light and Lower North",Barossa (DC) - Barossa,410050314,4031204
Far North,Indulkana,,"Barossa, Light and Lower North",TANUNDA,5352,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Mount Barker Region,401021008,40102100809,,Adelaide Hills,401,Adelaide Hills,40102,Nairne,401021009,40102100903,,"Barossa, Light and Lower North",Barossa (DC) - Tanunda,410050315,4031104,,"Barossa, Light and Lower North",Barossa (DC) - Barossa,410050314,4031205
Far North,Innamincka,,"Barossa, Light and Lower North",TAUNTON,5235,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Mount Barker Region,401021008,40102100810,,Adelaide Hills,401,Adelaide Hills,40102,Nairne,401021009,40102100904,,"Barossa, Light and Lower North",Barossa (DC) - Tanunda,410050315,4031105,,"Barossa, Light and Lower North",Barossa (DC) - Barossa,410050314,4031206
Far North,Iron Baron,,"Barossa, Light and Lower North",TEMPLERS,5371,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Mount Barker Region,401021008,40102100811,,Adelaide Hills,401,Adelaide Hills,40102,Nairne,401021009,40102100905,,"Barossa, Light and Lower North",Barossa (DC) - Tanunda,410050315,4031106,,"Barossa, Light and Lower North",Barossa (DC) - Barossa,410050314,4031207
Far North,Iron Knob,,"Barossa, Light and Lower North",THOMPSON BEACH,5501,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Mount Barker Region,401021008,40102100812,,Adelaide Hills,401,Adelaide Hills,40102,Nairne,401021009,40102100906,,"Barossa, Light and Lower North",Barossa (DC) - Tanunda,410050315,4031107,,"Barossa, Light and Lower North",Barossa (DC) - Barossa,410050314,4031208
Far North,Kalka,,"Barossa, Light and Lower North",TWO WELLS,5501,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Mount Barker Region,401021008,40102100813,,Adelaide Hills,401,Adelaide Hills,40102,Nairne,401021009,40102100907,,"Barossa, Light and Lower North",Barossa (DC) - Tanunda,410050315,4031108,,"Barossa, Light and Lower North",Barossa (DC) - Barossa,410050314,4031209
Far North,Kaltjiti,,"Barossa, Light and Lower North",VINE VALE,5352,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Mount Barker Region,401021008,40102100814,,Adelaide Hills,401,Adelaide Hills,40102,Nairne,401021009,40102100908,,"Barossa, Light and Lower North",Barossa (DC) - Barossa,410050314,4031201,,"Barossa, Light and Lower North",Barossa (DC) - Barossa,410050314,4031210
Far North,Kanpi,,"Barossa, Light and Lower North",WARD BELT,5118,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Mount Barker Region,401021008,40102100815,,Adelaide Hills,401,Adelaide Hills,40102,Nairne,401021009,40102100909,,"Barossa, Light and Lower North",Barossa (DC) - Barossa,410050314,4031202,,"Barossa, Light and Lower North",Barossa (DC) - Barossa,410050314,4031211
Far North,Kingoonya,,"Barossa, Light and Lower North",WASLEYS,5400,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Mount Barker Region,401021008,40102100817,,Adelaide Hills,401,Adelaide Hills,40102,Nairne,401021009,40102100910,,"Barossa, Light and Lower North",Barossa (DC) - Barossa,410050314,4031203,,"Barossa, Light and Lower North",Light (DC),410053650,4031301
Far North,Leigh Creek,,"Barossa, Light and Lower North",WEBB BEACH,5501,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Mount Barker Region,401021008,40102100818,,Adelaide Hills,401,Adelaide Hills,40102,Uraidla - Summertown,401021010,40102101001,,"Barossa, Light and Lower North",Barossa (DC) - Barossa,410050314,4031204,,"Barossa, Light and Lower North",Light (DC),410053650,4031302
Far North,Lyndhurst,,"Barossa, Light and Lower North",WILD HORSE PLAINS,5501,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Mount Barker Region,401021008,40102100819,,Adelaide Hills,401,Adelaide Hills,40102,Uraidla - Summertown,401021010,40102101002,,"Barossa, Light and Lower North",Barossa (DC) - Barossa,410050314,4031205,,"Barossa, Light and Lower North",Light (DC),410053650,4031303
Far North,Manna Hill,,"Barossa, Light and Lower North",WILLASTON,5118,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Mount Barker Region,401021008,40102100820,,Adelaide Hills,401,Adelaide Hills,40102,Uraidla - Summertown,401021010,40102101003,,"Barossa, Light and Lower North",Barossa (DC) - Barossa,410050314,4031206,,"Barossa, Light and Lower North",Light (DC),410053650,4031304
Far North,Marla,,"Barossa, Light and Lower North",WILLIAMSTOWN,5351,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Mount Barker Region,401021008,40102100821,,Adelaide Hills,401,Adelaide Hills,40102,Uraidla - Summertown,401021010,40102101004,,"Barossa, Light and Lower North",Barossa (DC) - Barossa,410050314,4031207,,"Barossa, Light and Lower North",Light (DC),410053650,4031305
Far North,Marree,,"Barossa, Light and Lower North",WINDSOR,5501,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Mount Barker Region,401021008,40102100822,,Adelaide Hills,401,Adelaide Hills,40102,Uraidla - Summertown,401021010,40102101005,,"Barossa, Light and Lower North",Barossa (DC) - Barossa,410050314,4031208,,"Barossa, Light and Lower North",Light (DC),410053650,4031306
Far North,Mimili,,"Barossa, Light and Lower North",WOOLSHEDS,5400,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Mount Barker Region,401021008,40102100823,,Adelaide Hills,401,Adelaide Hills,40102,Uraidla - Summertown,401021010,40102101006,,"Barossa, Light and Lower North",Barossa (DC) - Barossa,410050314,4031209,,"Barossa, Light and Lower North",Light (DC),410053650,4031307
Far North,Mingary,,Eastern Adelaide,ADELAIDE,5000,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Nairne,401021009,40102100903,,Adelaide Hills,401,Adelaide Hills,40102,Uraidla - Summertown,401021010,40102101007,,"Barossa, Light and Lower North",Barossa (DC) - Barossa,410050314,4031210,,"Barossa, Light and Lower North",Light (DC),410053650,4031308
Far North,Mintabie,,Eastern Adelaide,ATHELSTONE,5076,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Nairne,401021009,40102100905,,Adelaide Hills,401,Adelaide Hills,40102,Uraidla - Summertown,401021010,40102101008,,"Barossa, Light and Lower North",Barossa (DC) - Barossa,410050314,4031211,,"Barossa, Light and Lower North",Light (DC),410053650,4031401
Far North,Miranda,,Eastern Adelaide,AULDANA,5072,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Nairne,401021009,40102100908,,Adelaide Hills,401,Adelaide Hills,40102,Uraidla - Summertown,401021010,40102101009,,"Barossa, Light and Lower North",Barossa (DC) - Barossa,410050314,4031213,,"Barossa, Light and Lower North",Light (DC),410053650,4031402
Far North,Moomba,,Eastern Adelaide,BEAUMONT,5066,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Nairne,401021009,40102100909,,Adelaide Hills,401,Adelaide Hills,40102,Uraidla - Summertown,401021010,40102101010,,"Barossa, Light and Lower North",Light (RegC),410053650,4031301,,"Barossa, Light and Lower North",Light (DC),410053650,4031403
Far North,Nepabunna,,Eastern Adelaide,BEULAH PARK,5067,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Nairne,401021009,40102100910,,Adelaide Hills,401,Adelaide Hills,40102,Uraidla - Summertown,401021010,40102101011,,"Barossa, Light and Lower North",Light (RegC),410053650,4031302,,"Barossa, Light and Lower North",Light (DC),410053650,4031404
Far North,Nyapari,,Eastern Adelaide,BLACK FOREST,5035,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Nairne,401021009,40102100911,,Adelaide Hills,401,Adelaide Hills,40102,Uraidla - Summertown,401021010,40102101012,,"Barossa, Light and Lower North",Light (RegC),410053650,4031303,,"Barossa, Light and Lower North",Light (DC),410053650,4031405
Far North,Olary,,Eastern Adelaide,BURNSIDE,5066,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Nairne,401021009,40102100912,,Adelaide Hills,401,Adelaide Hills,40102,Uraidla - Summertown,401021010,40102101013,,"Barossa, Light and Lower North",Light (RegC),410053650,4031304,,"Barossa, Light and Lower North",Light (DC),410053650,4031406
Far North,Olympic Dam Village,,Eastern Adelaide,CAMPBELLTOWN,5074,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Nairne,401021009,40102100913,,Adelaide Hills,401,Adelaide Hills,40102,Uraidla - Summertown,401021010,40102101014,,"Barossa, Light and Lower North",Light (RegC),410053650,4031305,,"Barossa, Light and Lower North",Mallala (DC),410053920,4031501
Far North,Oodnadatta,,Eastern Adelaide,CLARENCE PARK,5034,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Nairne,401021009,40102100914,,Adelaide Hills,401,Adelaide Hills,40102,Uraidla - Summertown,401021010,40102101015,,"Barossa, Light and Lower North",Light (RegC),410053650,4031306,,"Barossa, Light and Lower North",Mallala (DC),410053920,4031502
Far North,Parachilna,,Eastern Adelaide,COLLEGE PARK,5069,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Nairne,401021009,40102100915,,Adelaide Hills,401,Adelaide Hills,40102,Uraidla - Summertown,401021010,40102101016,,"Barossa, Light and Lower North",Light (RegC),410053650,4031307,,"Barossa, Light and Lower North",Mallala (DC),410053920,4031503
Far North,Pimba,,Eastern Adelaide,COLLINSWOOD,5081,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Nairne,401021009,40102100916,,Adelaide Hills,401,Campbelltown (SA),40104,Rostrevor - Magill,401041016,40104101615,,"Barossa, Light and Lower North",Light (RegC),410053650,4031308,,"Barossa, Light and Lower North",Mallala (DC),410053920,4031504
Far North,Pipalyatjara,,Eastern Adelaide,DULWICH,5065,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Nairne,401021009,40102100917,,"Barossa, Light and Lower North",402,Gawler - Two Wells,40201,Gawler - North,402011025,40201102501,,"Barossa, Light and Lower North",Light (RegC),410053650,4031309,,"Barossa, Light and Lower North",Mallala (DC),410053920,4031505
Far North,Port Augusta,,Eastern Adelaide,EASTWOOD,5063,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Nairne,401021009,40102100918,,"Barossa, Light and Lower North",402,Gawler - Two Wells,40201,Gawler - North,402011025,40201102502,,"Barossa, Light and Lower North",Light (RegC),410053650,4031401,,"Barossa, Light and Lower North",Mallala (DC),410053920,4031506
Far North,Pukatja,,Eastern Adelaide,ERINDALE,5066,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Nairne,401021009,40102100919,,"Barossa, Light and Lower North",402,Gawler - Two Wells,40201,Gawler - North,402011025,40201102503,,"Barossa, Light and Lower North",Light (RegC),410053650,4031402,,"Barossa, Light and Lower North",Mallala (DC),410053920,4031507
Far North,Quorn,,Eastern Adelaide,EVANDALE,5069,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Uraidla - Summertown,401021010,40102101001,,"Barossa, Light and Lower North",402,Gawler - Two Wells,40201,Gawler - North,402011025,40201102504,,"Barossa, Light and Lower North",Light (RegC),410053650,4031403,,"Barossa, Light and Lower North",Mallala (DC),410053920,4031508
