1,LimestoneCoast,356756
2,MurrayandMallee,473357
3,EasternAdelaide,442449
4,AdelaideHills,174698
5,SouthernAdelaide,670155
6,WesternAdelaide,432873
7,EyreandWestern,242266
8,YorkeandMidNorth,367066
9,Barossa,LightandLowerNorth,321960
10,FleurieuandKangarooIsland,295142
11,NorthernAdelaide,788930
12,FarNorth,147409
